0,3,20,16,31,34,6,21,2,8,41,9,33,10,46,48,28,39,47,24,11,45,44,36,12,15,37,30,1,18,29,42,35,32,25,5,43,7,49,13,23,26,19,17,50,4,40,38,14,27,22
0,4,0,1,0,1,0,2,1,4,0,1,4,3,2,0,3,2,1,4,0,3,1,2,4,0,1,2,0,1,2,0,4,0,1,2,0,0,2,0,3,4,2,1,0,1,0,2,1,3,4
