0,1,16,15,23,3,18,20,17,6,2,4,8,5,19,25,24,21,22,10,7,14,9,13,12,11
0,3,1,2,4,0,3,4,2,0,1,2,0,1,4,2,0,0,3,1,2,0,3,2,4,0
